motion,label
-108.937500 -143.757812 -147.367188 -116.281250 -133.273438 -125.804688 -103.460938 -114.000000 -121.796875 -148.226562 -95.570312 -105.210938 -99.398438 -112.617188 -136.078125 -98.218750 -167.546875 -133.312500 -126.664062 -136.882812 -100.843750 -114.164062 -132.515625 -107.117188,l
-127.562500 -141.468750 -91.984375 -21.125000 -75.039062 -93.843750 -103.703125 -79.843750 -110.546875 -90.257812 -81.742188 -110.718750 -114.929688 -104.820312 -113.031250 -113.414062 -117.765625 -101.585938 -108.476562 -85.812500 -119.804688 -88.734375 -91.968750 -134.210938,l
-106.750000 -131.234375 -103.242188 -101.312500 -79.148438 -84.492188 -92.500000 -83.195312 -129.890625 -105.398438 -96.992188 -114.359375 -99.851562 -109.179688 -108.226562 -68.007812 -108.742188 -97.546875 -122.632812 -101.414062 -104.992188 -112.171875 -78.406250 -74.679688,l
-64.320312 -60.507812 -89.765625 -118.609375 -96.695312 -60.585938 -20.765625 -99.726562 -101.250000 -117.875000 -115.617188 -84.375000 -113.625000 -94.007812 -104.164062 -98.960938 -139.234375 -143.617188 -153.015625 -159.039062 -103.656250 -65.445312 -72.281250 -111.093750,l
-103.046875 -102.984375 -98.937500 -70.593750 -95.773438 -105.421875 -87.023438 -97.695312 -100.195312 -101.617188 -88.148438 -129.367188 -132.539062 -106.695312 -128.632812 -108.085938 -80.750000 -63.570312 -119.906250 -110.671875 -125.203125 -151.656250 -126.734375 -167.062500,l
-104.765625 -93.562500 -88.617188 -80.742188 -107.812500 -130.062500 -140.398438 -121.140625 -113.140625 -114.421875 -123.093750 -125.992188 -137.937500 -133.671875 -92.343750 -106.484375 -172.851562 -142.031250 -123.937500 -110.976562 -137.109375 -148.039062 -153.039062 -106.750000,l
-127.015625 -142.640625 -114.960938 -107.093750 -95.960938 -116.960938 -135.640625 -112.796875 -136.765625 -111.562500 -94.523438 -111.890625 -120.375000 -122.039062 -120.164062 -96.031250 -118.375000 -144.992188 -111.328125 -91.523438 -134.804688 -140.460938 -100.476562 -120.546875,l
-97.390625 -96.320312 -88.820312 -121.953125 -138.914062 -130.390625 -114.148438 -110.835938 -115.125000 -120.718750 -116.023438 -95.546875 -116.023438 -128.140625 -140.820312 -121.789062 -141.320312 -136.640625 -117.296875 -114.382812 -159.460938 -140.968750 -94.585938 -107.648438,l
-93.031250 -82.320312 -96.273438 -89.367188 -69.640625 -104.351562 -121.062500 -91.531250 -109.640625 -102.445312 -85.390625 -71.804688 -65.968750 -76.617188 -128.515625 -117.265625 -112.179688 -100.695312 -78.257812 -61.453125 -86.148438 -122.906250 -123.054688 -115.476562,l
-107.941406 -76.828125 -71.468750 -94.546875 -101.714844 -78.968750 -91.675781 -111.027344 -88.519531 -54.804688 -96.597656 -103.250000 -86.644531 -119.238281 -111.234375 -73.636719 -94.910156 -94.824219 -99.871094 -96.867188 -116.882812 -116.203125 -114.226562 -94.968750,l
-92.570312 -56.898438 -69.406250 -96.250000 -111.851562 -104.789062 -100.781250 -96.210938 -88.085938 -78.617188 -71.445312 -80.335938 -108.664062 -117.398438 -112.492188 -109.546875 -74.539062 -47.312500 -90.382812 -128.968750 -91.953125 -103.109375 -142.679688 -108.250000,l
-119.898438 -93.507812 -75.382812 -113.625000 -129.250000 -92.062500 -127.109375 -99.031250 -86.023438 -99.492188 -119.171875 -94.640625 -104.031250 -138.875000 -122.773438 -120.921875 -91.085938 -93.820312 -110.312500 -123.484375 -131.140625 -141.492188 -124.859375 -117.867188,l
-106.742188 -97.023438 -92.562500 -112.281250 -98.734375 -114.468750 -104.640625 -94.320312 -124.187500 -86.359375 -131.000000 -126.937500 -91.203125 -75.335938 -67.992188 -72.992188 -146.250000 -166.828125 -145.687500 -144.929688 -123.375000 -84.007812 -88.968750 -103.414062,l
-65.843750 -90.695312 -111.054688 -113.117188 -75.648438 -61.093750 -55.140625 -69.156250 -124.765625 -118.226562 -101.617188 -114.265625 -75.976562 -91.468750 -116.835938 -76.570312 -103.500000 -113.515625 -133.687500 -125.757812 -82.875000 -105.242188 -102.726562 -72.242188,l
-93.015625 -84.929688 -67.281250 -76.156250 -95.593750 -118.921875 -119.484375 -115.914062 -76.343750 -87.328125 -122.554688 -126.945312 -120.203125 -118.664062 -114.882812 -110.515625 -94.500000 -82.757812 -96.992188 -130.398438 -103.062500 -104.945312 -147.507812 -144.296875,l
-114.570312 -113.984375 -96.554688 -98.109375 -127.625000 -119.984375 -101.656250 -104.953125 -116.453125 -98.304688 -117.132812 -140.187500 -133.968750 -131.859375 -110.281250 -101.953125 -134.757812 -125.609375 -155.101562 -156.640625 -124.789062 -103.078125 -91.632812 -121.414062,l
-109.343750 -129.671875 -114.523438 -118.742188 -132.328125 -110.195312 -53.093750 -59.132812 -109.242188 -114.593750 -100.093750 -102.359375 -114.156250 -85.398438 -88.398438 -69.359375 -144.000000 -109.875000 -103.375000 -126.304688 -110.507812 -104.296875 -91.218750 -86.992188,l
-79.789062 -71.148438 -118.953125 -127.843750 -137.460938 -119.734375 -82.656250 -92.171875 -64.835938 -114.515625 -116.687500 -127.937500 -128.210938 -100.648438 -85.664062 -104.773438 -113.625000 -111.460938 -152.921875 -159.789062 -101.429688 -106.789062 -106.828125 -90.921875,l
-99.015625 -120.906250 -101.171875 -71.964844 -69.085938 -64.093750 -98.433594 -113.367188 -123.093750 -93.832031 -77.175781 -81.933594 -93.132812 -97.394531 -111.949219 -95.042969 -100.515625 -107.488281 -83.500000 -76.320312 -96.843750 -115.992188 -107.414062 -127.429688,l
-101.992188 -98.054688 -89.781250 -72.273438 -90.820312 -110.007812 -113.117188 -70.500000 -110.382812 -73.351562 -57.656250 -41.335938 -82.453125 -106.492188 -81.054688 -83.359375 -121.562500 -116.171875 -68.085938 -61.000000 -135.921875 -145.765625 -139.546875 -113.890625,l
-53.664062 -63.992188 -78.109375 -68.585938 -84.398438 -86.640625 -103.812500 -122.867188 -114.156250 -111.859375 -84.265625 -81.437500 -88.546875 -97.421875 -112.851562 -92.226562 -101.585938 -96.390625 -81.093750 -92.250000 -128.046875 -130.164062 -105.671875 -123.242188,l
-98.832031 -88.882812 -66.480469 -47.832031 -64.191406 -69.203125 -102.203125 -102.203125 -103.781250 -79.757812 -75.714844 -69.710938 -89.828125 -85.105469 -70.917969 -113.910156 -114.925781 -99.863281 -81.289062 -106.273438 -119.167969 -99.503906 -110.789062 -105.734375,l
-100.902344 -100.324219 -79.527344 -84.363281 -83.863281 -86.136719 -85.828125 -89.730469 -107.296875 -72.187500 -80.246094 -83.902344 -81.078125 -110.085938 -102.144531 -75.171875 -118.796875 -115.917969 -90.339844 -89.476562 -87.660156 -94.984375 -81.433594 -92.300781,l
-80.656250 -83.535156 -62.871094 -50.050781 -64.964844 -93.546875 -104.578125 -75.074219 -95.574219 -69.144531 -86.554688 -98.699219 -77.335938 -85.160156 -91.750000 -103.343750 -99.707031 -102.941406 -81.304688 -86.476562 -72.656250 -94.210938 -97.917969 -83.539062,l
-98.070312 -107.664062 -68.195312 -71.828125 -46.460938 -47.953125 -76.257812 -118.234375 -109.375000 -108.484375 -82.781250 -78.148438 -39.203125 -46.351562 -87.984375 -91.531250 -110.554688 -111.890625 -75.273438 -41.093750 -78.617188 -108.265625 -109.609375 -135.109375,l
-105.679688 -120.507812 -142.085938 -96.726562 -64.921875 -64.789062 -95.757812 -111.273438 -126.187500 -127.882812 -94.664062 -118.226562 -79.882812 -78.656250 -103.898438 -99.320312 -125.828125 -106.359375 -104.234375 -90.257812 -74.617188 -84.445312 -85.390625 -104.695312,l
-107.984375 -95.562500 -84.757812 -81.609375 -106.007812 -115.015625 -124.500000 -121.070312 -101.179688 -87.023438 -87.882812 -105.125000 -115.312500 -125.476562 -135.179688 -92.960938 -126.429688 -89.210938 -111.656250 -95.781250 -96.664062 -140.484375 -138.312500 -142.539062,l
-111.171875 -118.156250 -114.265625 -104.570312 -117.585938 -107.281250 -98.804688 -114.335938 -114.773438 -96.367188 -86.898438 -108.890625 -108.593750 -120.531250 -140.070312 -115.242188 -137.007812 -98.929688 -119.992188 -143.007812 -111.585938 -129.742188 -122.476562 -123.101562,l
-124.750000 -91.601562 -75.882812 -62.804688 -100.117188 -115.031250 -103.500000 -103.031250 -89.960938 -87.421875 -78.687500 -88.312500 -86.468750 -82.023438 -106.773438 -71.945312 -149.257812 -125.281250 -110.218750 -98.882812 -102.242188 -94.031250 -82.125000 -122.554688,l
-89.843750 -100.328125 -92.054688 -32.875000 -37.273438 -31.476562 -55.625000 -125.328125 -112.312500 -104.171875 -85.171875 -90.453125 -54.390625 -80.226562 -111.648438 -120.968750 -141.218750 -105.078125 -70.273438 -58.687500 -74.265625 -94.406250 -111.054688 -123.390625,l
-136.375000 -135.578125 -114.718750 -93.789062 -86.843750 -91.226562 -102.000000 -89.789062 -139.531250 -140.820312 -121.359375 -108.781250 -116.523438 -115.156250 -108.085938 -104.492188 -126.078125 -124.554688 -114.609375 -89.164062 -100.781250 -139.835938 -156.101562 -130.375000,l
-85.656250 -100.781250 -111.156250 -122.296875 -114.625000 -102.476562 -119.375000 -89.351562 -119.742188 -86.906250 -97.750000 -123.289062 -130.625000 -141.140625 -107.140625 -146.648438 -146.179688 -171.937500 -155.320312 -146.335938 -144.398438 -132.398438 -157.351562 -150.210938,l
-95.687500 -124.351562 -116.695312 -117.367188 -99.906250 -88.054688 -102.664062 -93.726562 -157.242188 -97.867188 -112.546875 -120.015625 -114.093750 -126.984375 -115.031250 -137.367188 -145.875000 -140.875000 -139.390625 -147.273438 -120.234375 -117.015625 -125.898438 -130.695312,l
-126.992188 -127.226562 -114.929688 -86.250000 -83.281250 -106.421875 -101.179688 -96.429688 -113.687500 -103.257812 -93.281250 -96.125000 -135.648438 -120.945312 -119.093750 -143.101562 -142.781250 -131.007812 -103.195312 -117.117188 -135.351562 -121.195312 -132.757812 -125.164062,l
-116.273438 -100.054688 -92.718750 -91.500000 -62.320312 -78.257812 -79.882812 -71.968750 -115.828125 -90.765625 -81.500000 -81.515625 -100.281250 -98.757812 -100.726562 -102.773438 -128.359375 -132.835938 -118.843750 -94.984375 -127.789062 -126.054688 -111.484375 -114.539062,l
-79.218750 -63.312500 -72.921875 -79.375000 -78.046875 -92.843750 -124.304688 -126.593750 -93.695312 -90.523438 -91.562500 -100.945312 -109.359375 -107.945312 -126.804688 -126.648438 -106.640625 -106.023438 -124.335938 -114.726562 -129.203125 -144.328125 -123.070312 -155.085938,l
-127.656250 -102.421875 -90.804688 -127.335938 -91.312500 -96.445312 -68.335938 -59.570312 -102.156250 -104.195312 -130.507812 -119.976562 -119.953125 -88.281250 -73.046875 -108.226562 -173.726562 -128.601562 -141.976562 -114.398438 -92.085938 -85.343750 -54.265625 -65.726562,l
-86.390625 -78.093750 -87.250000 -90.507812 -86.179688 -66.796875 -59.984375 -94.226562 -111.250000 -126.070312 -107.695312 -102.023438 -72.132812 -64.742188 -49.375000 -78.312500 -102.125000 -125.664062 -144.828125 -119.851562 -102.710938 -81.375000 -99.539062 -129.132812,l
-116.859375 -135.898438 -117.070312 -105.523438 -114.210938 -108.539062 -95.578125 -75.281250 -127.226562 -131.507812 -121.492188 -129.109375 -126.664062 -116.867188 -101.945312 -112.007812 -154.687500 -139.585938 -127.820312 -127.382812 -116.562500 -126.250000 -115.976562 -108.476562,l
-104.828125 -127.453125 -137.164062 -127.664062 -103.023438 -102.429688 -102.898438 -107.546875 -120.351562 -154.640625 -135.578125 -115.210938 -97.296875 -99.320312 -99.992188 -91.062500 -160.898438 -169.468750 -174.242188 -149.078125 -135.625000 -130.835938 -97.539062 -71.140625,l
-109.328125 -100.820312 -101.242188 -119.054688 -112.820312 -111.351562 -99.804688 -37.835938 -108.132812 -122.664062 -138.117188 -131.687500 -164.937500 -127.289062 -65.398438 -60.367188 -101.781250 -140.328125 -150.914062 -145.437500 -126.968750 -91.359375 -84.765625 -89.382812,l
-46.039062 -50.746094 -83.585938 -99.398438 -108.328125 -98.019531 -50.046875 -26.664062 -78.824219 -76.476562 -66.589844 -94.972656 -103.757812 -63.832031 -53.820312 -72.433594 -90.839844 -72.851562 -77.796875 -99.433594 -102.894531 -101.054688 -87.304688 -84.695312,l
-32.500000 -67.359375 -98.492188 -126.960938 -103.578125 -109.789062 -96.367188 -69.765625 -85.546875 -74.054688 -105.531250 -94.195312 -103.164062 -96.484375 -73.234375 -87.585938 -131.484375 -135.695312 -135.406250 -121.062500 -123.710938 -112.460938 -71.500000 -104.617188,l
-81.609375 -60.781250 -66.164062 -64.328125 -83.609375 -91.234375 -94.101562 -83.351562 -81.023438 -58.000000 -72.039062 -105.156250 -116.117188 -106.687500 -118.804688 -96.429688 -102.484375 -76.703125 -84.023438 -89.445312 -111.750000 -127.179688 -128.218750 -89.148438,l
-74.796875 -77.820312 -80.906250 -81.851562 -79.187500 -73.070312 -91.390625 -103.570312 -77.937500 -72.890625 -118.031250 -117.273438 -107.640625 -123.578125 -110.257812 -73.265625 -81.304688 -58.242188 -79.445312 -109.789062 -127.875000 -114.281250 -112.437500 -130.265625,l
-77.304688 -72.523438 -105.250000 -108.421875 -115.875000 -101.281250 -105.664062 -69.390625 -88.703125 -100.304688 -133.359375 -137.062500 -126.601562 -105.312500 -103.093750 -84.320312 -101.078125 -115.820312 -113.414062 -117.460938 -129.476562 -98.929688 -41.250000 -53.554688,l
-49.734375 -21.992188 -22.796875 -66.812500 -101.820312 -97.367188 -86.468750 -47.312500 -65.617188 -52.757812 -80.484375 -85.710938 -130.492188 -65.187500 -43.539062 -71.320312 -68.710938 -54.000000 -66.914062 -107.726562 -107.437500 -70.437500 -68.078125 -40.937500,l
-48.406250 -43.718750 -59.281250 -54.773438 -76.742188 -94.585938 -94.078125 -88.609375 -58.921875 -38.281250 -81.796875 -97.914062 -95.242188 -91.109375 -97.882812 -79.039062 -15.148438 -49.000000 -96.929688 -141.054688 -104.445312 -103.390625 -115.375000 -60.507812,l
-62.183594 -6.726562 -23.277344 -45.769531 -36.570312 -49.082031 -76.941406 -73.085938 -56.820312 -51.671875 -44.328125 -17.996094 -43.753906 -75.839844 -105.058594 -92.000000 -30.328125 -18.542969 -48.867188 -63.289062 -48.390625 -72.343750 -93.949219 -111.964844,l
-47.609375 -87.898438 -64.171875 -59.398438 -83.968750 -81.710938 -108.015625 -121.882812 -106.164062 -62.007812 -59.882812 -86.351562 -124.601562 -115.929688 -92.312500 -94.492188 -104.875000 -80.554688 -95.617188 -118.242188 -134.054688 -129.453125 -124.304688 -121.265625,l
-98.050781 -60.664062 -65.945312 -62.910156 -68.097656 -68.156250 -95.269531 -101.550781 -82.906250 -87.898438 -50.082031 -54.433594 -87.203125 -100.121094 -78.824219 -98.949219 -64.433594 -41.617188 -65.253906 -102.343750 -107.976562 -96.929688 -103.226562 -126.421875,l
-92.875000 -71.773438 -89.429688 -109.179688 -86.875000 -96.070312 -99.539062 -57.562500 -141.914062 -108.750000 -54.257812 -67.812500 -113.546875 -106.085938 -77.640625 -50.859375 -124.507812 -125.632812 -104.132812 -86.648438 -93.984375 -77.632812 -74.531250 -83.109375,l
-62.632812 -76.949219 -69.972656 -68.660156 -55.578125 -73.226562 -100.191406 -115.265625 -82.753906 -82.566406 -84.125000 -82.847656 -44.292969 -71.875000 -114.074219 -107.707031 -115.496094 -112.484375 -82.472656 -92.203125 -126.257812 -121.417969 -118.988281 -99.214844,l
-119.078125 -73.121094 -50.468750 -43.960938 -30.253906 -37.496094 -69.984375 -78.886719 -92.207031 -51.816406 -48.496094 -34.226562 -48.964844 -86.652344 -87.179688 -68.000000 -91.789062 -67.894531 -46.972656 -22.199219 -70.531250 -93.914062 -97.472656 -98.074219,l
-58.285156 -74.699219 -62.824219 -56.957031 -61.156250 -74.507812 -57.320312 -80.363281 -114.078125 -87.117188 -56.441406 -59.152344 -64.261719 -71.183594 -95.300781 -106.996094 -93.722656 -39.191406 -45.296875 -69.281250 -55.972656 -62.925781 -93.019531 -122.656250,l
-122.554688 -132.203125 -84.914062 -72.585938 -81.109375 -63.640625 -86.164062 -104.882812 -117.960938 -111.617188 -90.929688 -106.757812 -66.023438 -89.054688 -89.804688 -106.468750 -143.507812 -105.492188 -80.757812 -81.578125 -85.468750 -97.812500 -109.265625 -118.929688,l
-99.382812 -76.589844 -79.667969 -63.019531 -42.117188 -41.988281 -85.015625 -89.550781 -116.449219 -82.652344 -86.992188 -84.808594 -51.156250 -71.679688 -74.640625 -61.617188 -97.941406 -73.121094 -71.039062 -41.398438 -42.507812 -88.683594 -85.640625 -110.433594,l
-86.054688 -120.320312 -108.414062 -54.671875 -58.546875 -76.726562 -90.859375 -105.914062 -106.335938 -119.437500 -68.453125 -51.890625 -67.406250 -89.882812 -133.492188 -126.695312 -110.187500 -62.796875 -100.593750 -106.726562 -89.609375 -118.984375 -123.835938 -123.875000,l
-97.937500 -84.039062 -101.890625 -82.039062 -32.148438 -22.914062 -16.648438 -108.351562 -109.570312 -107.554688 -94.523438 -71.554688 -31.375000 -56.687500 -122.562500 -143.382812 -132.296875 -116.578125 -91.187500 -57.695312 -41.171875 -65.687500 -111.000000 -135.820312,l
-151.234375 -141.515625 -83.640625 -60.796875 -90.125000 -75.843750 -73.210938 -96.914062 -134.140625 -111.429688 -109.703125 -95.804688 -81.984375 -90.195312 -88.132812 -106.726562 -126.695312 -78.921875 -83.687500 -83.031250 -78.960938 -96.351562 -108.054688 -112.257812,l
-110.226562 -111.078125 -109.023438 -104.453125 -106.125000 -91.210938 -79.750000 -95.875000 -122.734375 -109.679688 -88.453125 -95.859375 -134.890625 -115.054688 -92.492188 -82.531250 -119.179688 -102.937500 -120.671875 -118.679688 -115.421875 -123.226562 -92.148438 -78.835938,l
-102.914062 -105.234375 -105.289062 -104.718750 -78.898438 -72.140625 -81.226562 -88.757812 -89.882812 -104.960938 -123.695312 -114.820312 -71.531250 -84.031250 -99.273438 -51.390625 -120.359375 -129.429688 -127.078125 -124.882812 -106.898438 -111.304688 -103.937500 -73.367188,l
-84.679688 -50.695312 -73.328125 -102.867188 -97.125000 -103.507812 -122.070312 -85.085938 -62.148438 -94.109375 -119.882812 -89.234375 -133.968750 -128.367188 -98.445312 -71.781250 -57.531250 -83.164062 -110.132812 -122.968750 -131.976562 -128.757812 -119.437500 -75.914062,l
-86.257812 -90.523438 -81.468750 -92.109375 -104.046875 -87.375000 -96.312500 -101.703125 -86.468750 -96.781250 -111.976562 -75.367188 -97.289062 -92.367188 -108.976562 -111.101562 -79.046875 -86.593750 -91.625000 -124.476562 -110.968750 -128.140625 -146.671875 -93.992188,l
-112.820312 -66.632812 -70.320312 -56.546875 -87.906250 -118.867188 -108.820312 -107.171875 -81.187500 -87.773438 -73.046875 -76.289062 -124.281250 -103.671875 -135.804688 -113.585938 -88.859375 -62.578125 -62.953125 -100.718750 -114.078125 -116.835938 -121.617188 -110.687500,l
-102.562500 -66.140625 -90.421875 -98.257812 -96.265625 -152.117188 -156.351562 -143.351562 -94.640625 -103.242188 -73.765625 -76.687500 -152.273438 -136.000000 -152.390625 -125.937500 -111.656250 -86.718750 -101.601562 -144.523438 -169.828125 -167.562500 -149.164062 -129.179688,l
-105.289062 -88.468750 -85.164062 -95.218750 -63.445312 -94.898438 -134.648438 -107.257812 -104.226562 -105.273438 -93.601562 -98.960938 -165.796875 -141.906250 -117.179688 -115.578125 -103.125000 -51.015625 -67.875000 -107.187500 -146.835938 -152.953125 -143.859375 -116.351562,l
-95.742188 -84.039062 -55.414062 -64.992188 -81.515625 -98.765625 -87.906250 -101.031250 -95.867188 -56.828125 -60.460938 -44.382812 -61.375000 -74.218750 -118.039062 -134.242188 -94.273438 -76.148438 -64.625000 -87.773438 -82.671875 -97.445312 -124.132812 -139.265625,l
-109.851562 -136.500000 -102.601562 -105.226562 -116.273438 -99.351562 -99.992188 -115.062500 -146.078125 -139.640625 -111.117188 -95.929688 -139.390625 -140.117188 -107.265625 -126.593750 -157.109375 -125.375000 -119.421875 -127.359375 -138.539062 -119.812500 -131.367188 -133.757812,l
-125.937500 -122.867188 -94.117188 -119.726562 -138.664062 -126.343750 -106.539062 -84.000000 -123.867188 -88.406250 -96.484375 -75.156250 -112.710938 -111.882812 -97.953125 -118.242188 -126.695312 -87.046875 -83.437500 -119.132812 -137.078125 -113.968750 -99.085938 -114.445312,l
-80.578125 -118.195312 -98.343750 -76.820312 -79.304688 -92.281250 -87.304688 -102.695312 -136.250000 -89.789062 -105.070312 -108.984375 -97.859375 -101.750000 -117.773438 -133.914062 -150.968750 -127.570312 -97.445312 -98.976562 -129.585938 -144.257812 -120.406250 -132.242188,l
-128.351562 -121.539062 -83.867188 -94.992188 -111.515625 -93.468750 -81.101562 -110.203125 -125.796875 -100.796875 -123.992188 -134.601562 -120.703125 -112.187500 -146.851562 -128.218750 -144.843750 -106.546875 -85.007812 -107.562500 -98.445312 -106.132812 -126.617188 -135.648438,l
-101.960938 -93.984375 -100.414062 -106.054688 -118.226562 -110.117188 -88.195312 -102.812500 -133.796875 -153.750000 -157.367188 -141.734375 -109.757812 -86.773438 -96.109375 -137.242188 -159.976562 -146.710938 -138.257812 -134.203125 -151.406250 -135.085938 -129.101562 -129.664062,l
-122.265625 -101.000000 -86.039062 -96.343750 -101.210938 -69.804688 -39.625000 -105.984375 -128.632812 -121.789062 -135.929688 -96.296875 -69.593750 -99.593750 -156.531250 -188.296875 -130.242188 -112.429688 -104.171875 -107.023438 -100.851562 -59.890625 -80.625000 -188.789062,l
-189.593750 -155.476562 -119.210938 -110.554688 -148.828125 -138.039062 -136.046875 -120.718750 -153.781250 -134.054688 -127.359375 -165.242188 -172.625000 -136.570312 -134.000000 -148.757812 -185.265625 -146.945312 -136.078125 -142.093750 -170.437500 -183.320312 -162.226562 -139.195312,l
-111.890625 -97.945312 -103.375000 -117.437500 -122.773438 -119.562500 -126.546875 -87.625000 -145.070312 -120.882812 -136.953125 -157.460938 -130.679688 -130.335938 -139.953125 -111.695312 -149.054688 -136.601562 -133.796875 -147.328125 -160.195312 -134.039062 -111.039062 -101.859375,l
59.292969 34.832031 18.960938 0.048828 3.728516 -5.318359 -13.132812 -29.980469 21.642578 -24.082031 -3.826172 21.394531 9.142578 0.218750 2.550781 36.927734 31.216797 31.039062 25.568359 8.167969 -8.310547 -11.285156 -9.787109 -46.197266,r
-34.562500 -31.992188 -0.468750 18.132812 -67.984375 -64.562500 -0.343750 -30.148438 11.937500 -15.601562 -9.593750 -11.078125 -15.648438 -12.187500 -105.851562 -87.070312 -41.179688 -32.375000 -42.937500 -136.273438 -55.148438 -17.078125 -34.976562 -55.351562,r
-36.601562 -35.664062 -23.707031 5.109375 -17.753906 -12.203125 -11.320312 -28.726562 -53.199219 -91.527344 -50.886719 -15.296875 -31.226562 -37.449219 -36.949219 -34.734375 -54.902344 -37.824219 -23.812500 4.132812 3.179688 -21.808594 -41.417969 -45.140625,r
-42.318359 -46.714844 -16.416016 -32.402344 -43.201172 -38.656250 -23.593750 -24.734375 -49.843750 -40.169922 -28.400391 -24.777344 -19.517578 -22.933594 -16.482422 -20.341797 -43.791016 -30.056641 -34.062500 -48.437500 -50.623047 -47.716797 -23.375000 -24.056641,r
-31.195312 -19.058594 -47.343750 -44.066406 -42.814453 -34.029297 -11.613281 -41.312500 -37.664062 -49.957031 -35.417969 -22.392578 10.707031 -15.871094 -20.935547 -41.072266 -31.597656 -30.933594 -30.197266 -16.373047 -33.287109 -39.386719 -35.964844 -58.087891,r
-52.972656 -42.695312 -10.960938 -41.242188 -43.718750 -33.886719 5.152344 21.480469 -50.765625 -9.300781 -42.191406 -18.382812 5.933594 -74.464844 -31.003906 -16.378906 -38.609375 -37.175781 -73.675781 -56.316406 -44.687500 -37.484375 -17.773438 13.812500,r
6.316406 -48.332031 -54.648438 -71.167969 -25.187500 11.843750 -37.488281 -20.539062 -28.136719 0.992188 -13.558594 -11.746094 22.761719 9.351562 1.910156 -16.257812 -22.468750 -33.808594 -37.542969 -37.093750 -4.734375 -9.046875 -28.757812 -44.574219,r
-26.140625 -46.136719 -24.871094 -29.558594 -41.531250 -59.210938 -53.410156 -73.496094 -18.621094 -27.550781 -10.964844 30.328125 19.765625 4.539062 -22.957031 -21.296875 -73.687500 -67.089844 -35.484375 -26.476562 -16.343750 -47.156250 -53.714844 -71.339844,r
-69.304688 -38.156250 -48.781250 -49.960938 -21.031250 -17.292969 -1.242188 -14.804688 -26.644531 -43.660156 -19.984375 -17.679688 -26.343750 3.000000 -12.601562 -21.351562 -74.281250 -30.230469 -28.675781 -69.503906 -60.382812 -64.195312 -58.656250 -47.160156,r
-13.542969 -3.408203 -25.615234 -15.357422 -19.359375 -53.230469 -47.826172 -40.525391 -9.968750 12.615234 -0.994141 -17.583984 -52.601562 -40.699219 -20.238281 -20.021484 -18.810547 -4.900391 -42.380859 -46.312500 5.478516 14.410156 -33.792969 -14.064453,r
-15.339844 -38.642578 -24.339844 -8.523438 -19.359375 -16.546875 -21.523438 -36.253906 -28.412109 -40.443359 -20.316406 7.798828 2.791016 -23.826172 -32.185547 -31.259766 -11.308594 -18.443359 -7.556641 -24.898438 -38.386719 -28.208984 -8.550781 -44.660156,r
-47.535156 -34.308594 -12.910156 -24.558594 -62.363281 -54.000000 -45.191406 -25.617188 -44.187500 -11.355469 -44.093750 -74.125000 -56.128906 -22.390625 18.214844 -30.832031 -27.175781 -29.390625 -46.394531 -51.601562 -25.042969 -22.531250 -44.164062 -24.093750,r
-41.541016 -30.044922 -28.646484 -45.316406 -1.251953 -1.544922 -40.527344 -57.177734 -29.042969 -48.341797 -56.046875 -11.222656 -3.531250 -22.767578 -44.255859 -55.328125 -11.751953 2.193359 -19.562500 -18.003906 -6.515625 -34.314453 -36.964844 -22.625000,r
-52.492188 -40.714844 -19.511719 -9.386719 -40.468750 -45.253906 -26.375000 -34.582031 -30.085938 -13.667969 -4.148438 -18.187500 6.769531 -20.457031 -65.593750 -46.968750 -17.097656 1.347656 -36.562500 -50.023438 -46.222656 -25.945312 -29.742188 -46.417969,r
-46.621094 -35.777344 -26.839844 -9.515625 -43.527344 -32.484375 -17.296875 -13.937500 -37.550781 -14.410156 20.269531 8.335938 -33.441406 -28.945312 -34.410156 -26.800781 -33.707031 -31.683594 -38.832031 -63.738281 -67.679688 -14.539062 -26.050781 -47.128906,r
-9.703125 -33.718750 -24.878906 -12.675781 -27.835938 -36.496094 -51.128906 -50.179688 -35.460938 -55.863281 -53.273438 -53.648438 -51.015625 -37.867188 -65.433594 -37.738281 -49.335938 -31.511719 -66.015625 -36.191406 -53.765625 -51.082031 -40.281250 -42.386719,r
-55.984375 -42.996094 -26.847656 -13.222656 -17.378906 -30.070312 21.445312 -10.097656 10.363281 -6.253906 -18.582031 -34.687500 -29.949219 0.183594 -12.011719 -47.593750 -40.425781 -41.148438 -54.609375 -56.914062 -35.636719 -16.500000 -42.078125 -91.261719,r
-20.335938 -36.906250 -44.957031 -32.457031 -43.187500 -41.730469 -8.863281 -29.207031 -70.351562 -36.570312 -23.050781 -38.175781 -36.492188 -29.816406 -19.812500 -7.261719 -62.707031 -41.761719 -52.796875 -26.375000 -16.996094 -14.972656 -11.886719 -22.722656,r
-45.523438 -32.046875 -40.621094 -48.312500 -55.912109 -39.343750 -26.367188 -45.279297 -12.611328 -12.392578 -28.179688 -21.488281 -13.269531 -40.130859 -28.810547 4.421875 -19.300781 -33.416016 -49.685547 -49.685547 -25.138672 -10.332031 -11.570312 -37.861328,r
-24.332031 -4.648438 -17.019531 -17.378906 -45.691406 -51.039062 -47.816406 -19.761719 1.796875 -43.316406 -15.273438 17.179688 -0.847656 -32.359375 -34.132812 -30.925781 -36.074219 -13.222656 -6.621094 -62.101562 -47.296875 -63.734375 -78.714844 -25.328125,r
