motion,label
-0.132812 1.898438 -8.031250 -33.171875 -16.960938 -87.781250 -78.328125 -156.664062 -0.046875 0.460938 2.773438 -63.796875 -107.148438 -114.140625 -103.187500 -15.718750 -0.257812 1.921875 -10.054688 -4.054688 -10.601562 -97.343750 -91.570312 -131.789062,l
0.007812 1.164062 0.562500 -75.148438 -77.843750 -129.164062 -116.140625 -29.531250 -0.015625 0.187500 5.234375 -69.773438 -125.796875 -48.304688 -20.539062 -70.210938 -0.359375 2.992188 -8.039062 -84.234375 -91.242188 -117.773438 -110.109375 -37.187500,l
0.343750 -0.890625 12.992188 -61.585938 -158.500000 -43.453125 -34.882812 -1.468750 -0.101562 1.703125 -5.875000 -63.125000 -14.523438 -65.156250 -30.546875 4.242188 -0.257812 1.875000 -1.640625 -80.015625 -134.804688 -61.546875 -13.531250 2.734375,l
-0.001953 1.371094 -4.927734 -20.931641 -40.880859 -16.402344 3.595703 -0.515625 0.156250 -0.537109 7.550781 -51.359375 -60.230469 1.281250 0.623047 -0.119141 -0.367188 2.687500 -9.830078 -57.031250 -35.283203 0.910156 0.609375 0.070312,l
-0.019531 -1.007812 0.406250 51.023438 84.031250 -8.968750 -51.191406 19.875000 0.199219 -1.332031 3.726562 46.382812 15.296875 -24.410156 37.792969 9.183594 0.187500 -2.414062 7.527344 66.687500 38.273438 -30.562500 -11.250000 -21.496094,r
0.277344 -2.263672 12.439453 22.349609 -59.162109 -2.609375 26.925781 -25.310547 0.052734 0.755859 -2.050781 -37.783203 25.408203 21.863281 -2.234375 3.128906 -0.177734 0.769531 -2.191406 -25.289062 -23.367188 -10.056641 -23.898438 -8.283203,r
-0.140625 0.902344 -4.828125 -4.214844 20.416016 3.566406 -55.041016 -61.755859 0.134766 -1.140625 5.144531 10.333984 7.126953 -4.957031 6.531250 -11.894531 -0.226562 0.761719 -4.107422 -6.146484 -26.511719 -9.820312 -23.427734 -50.966797,r
0.052734 -0.332031 1.023438 17.689453 -38.060547 -59.677734 -51.796875 11.660156 0.011719 0.056641 0.164062 -11.392578 8.515625 -12.943359 20.464844 -5.287109 -0.138672 0.433594 -2.087891 -5.275391 -13.839844 -43.935547 -46.451172 -32.863281,r
-0.128906 1.742188 -5.644531 -39.351562 -64.343750 -9.015625 -1.718750 -30.675781 0.046875 -0.949219 5.398438 -4.886719 -2.886719 23.242188 -42.972656 -29.996094 -0.089844 0.457031 0.390625 -27.542969 -51.679688 -37.890625 -16.542969 6.781250,r
-0.123047 1.566406 -7.578125 -18.431641 9.781250 -29.753906 -8.964844 -22.146484 0.033203 -1.037109 3.126953 31.509766 -23.001953 -38.250000 -37.271484 -33.292969 -0.037109 0.388672 0.517578 -24.630859 -32.121094 3.585938 -2.333984 -31.964844,r
0.035156 0.550781 -0.968750 -22.093750 -22.976562 -2.179688 -58.062500 -19.542969 -0.003906 0.421875 -0.160156 -26.777344 -31.718750 -44.453125 -3.707031 25.902344 -0.058594 0.453125 -1.886719 -2.621094 3.203125 -16.765625 -56.855469 -71.429688,r
0.093750 -0.332031 1.421875 10.238281 -38.187500 -45.210938 -4.082031 -11.187500 -0.011719 0.613281 0.066406 -42.320312 -24.320312 18.675781 22.148438 -31.792969 -0.218750 1.804688 -7.824219 -22.382812 -38.953125 -68.367188 -70.261719 -27.046875,r
-0.175781 2.445312 -9.308594 -57.007812 -10.414062 -11.742188 -4.457031 11.984375 -0.109375 0.511719 -3.722656 -1.445312 27.019531 -4.781250 -57.437500 -16.574219 -0.226562 2.343750 -7.972656 -56.164062 -73.535156 -46.789062 -18.066406 -47.929688,r
-0.126953 1.005859 -4.482422 -19.330078 -7.578125 2.681641 16.402344 -53.992188 -0.195312 0.935547 -4.937500 -3.615234 -41.250000 -37.181641 -16.818359 -10.574219 -0.310547 3.185547 -11.916016 -58.527344 -22.296875 -35.617188 -47.599609 -35.779297,r
0.144531 -0.960938 4.849609 8.816406 15.326172 -20.972656 -55.648438 -2.347656 -0.126953 1.384766 -4.652344 -38.019531 -14.037109 -23.794922 1.439453 -51.419922 -0.169922 1.236328 -4.521484 -25.173828 -50.720703 -34.283203 -58.664062 -60.052734,r
0.214844 -1.335938 7.972656 9.843750 -63.078125 -10.984375 -42.867188 -49.292969 0.046875 0.601562 -0.507812 -38.492188 -1.507812 -31.816406 -31.253906 47.312500 -0.160156 0.722656 -2.250000 -17.914062 -44.910156 -71.257812 -37.214844 -44.179688,r
-0.042969 0.902344 -4.746094 -8.441406 -15.097656 -70.714844 11.042969 2.953125 -0.101562 0.226562 0.617188 -19.238281 -50.632812 21.921875 49.597656 2.519531 -0.144531 1.324219 -1.753906 -57.335938 -52.785156 -40.703125 -22.390625 8.250000,r
-0.175781 1.570312 -3.187500 -65.593750 -28.285156 26.488281 -27.492188 14.562500 -0.046875 0.183594 -2.601562 11.468750 49.386719 17.265625 20.613281 3.878906 -0.066406 -0.074219 2.390625 -23.335938 -43.757812 6.445312 -0.535156 27.945312,r
0.099609 -0.597656 1.460938 33.363281 -12.914062 -6.548828 17.142578 3.490234 0.218750 -2.134766 9.765625 31.160156 5.244141 30.316406 -36.646484 0.953125 -0.005859 -0.363281 0.962891 6.121094 2.083984 11.216797 34.429688 16.201172,r
-0.062500 0.968750 -4.914062 -15.695312 18.500000 5.164062 1.480469 -7.417969 -0.070312 -0.484375 -0.714844 42.140625 -14.863281 -19.140625 -12.937500 -70.429688 -0.046875 0.914062 -4.167969 -7.691406 35.550781 16.539062 43.132812 39.550781,r
0.121094 -0.167969 2.115234 -2.187500 5.392578 -5.414062 -3.804688 42.490234 -0.017578 0.615234 -2.720703 -15.095703 1.757812 -58.117188 -56.123047 -39.876953 0.060547 -1.449219 6.130859 19.445312 24.667969 51.722656 35.591797 14.960938,r
0.031250 -0.140625 0.492188 -1.335938 -6.660156 19.722656 48.621094 -22.773438 0.097656 -0.636719 6.910156 -29.972656 -68.000000 -42.277344 -23.035156 33.847656 -0.085938 0.500000 -5.468750 38.160156 36.371094 38.867188 -39.394531 -5.250000,r
0.099609 -0.531250 2.546875 4.333984 49.630859 6.578125 -34.789062 -28.767578 -0.052734 0.357422 0.630859 -29.164062 -41.300781 17.298828 13.560547 -3.689453 -0.068359 -0.347656 -2.595703 50.707031 -4.085938 -40.023438 46.683594 58.660156,r
0.205078 -1.513672 7.707031 20.382812 -28.314453 -26.847656 -40.035156 -6.964844 -0.042969 1.042969 -5.826172 -8.750000 31.482422 -14.011719 24.609375 15.664062 -0.136719 0.644531 -1.103516 -34.279297 13.673828 63.544922 36.380859 14.658203,r
0.136719 -0.246094 3.132812 -8.968750 -35.246094 -31.265625 42.882812 72.277344 0.273438 -1.078125 7.824219 -17.238281 9.332031 22.937500 7.371094 -12.113281 0.000000 -2.089844 6.054688 47.187500 52.996094 13.972656 26.542969 -5.335938,r
0.089844 0.152344 1.257812 -23.605469 7.390625 73.406250 55.542969 43.820312 0.011719 -1.187500 4.109375 17.007812 13.421875 -5.066406 -22.519531 -24.156250 0.007812 1.007812 -3.601562 -16.417969 24.097656 10.789062 3.242188 53.273438,r
0.144531 -1.164062 0.750000 60.359375 67.226562 45.390625 42.246094 -8.019531 0.000000 0.136719 0.480469 -8.128906 -13.972656 -30.105469 -10.949219 1.406250 -0.074219 -0.433594 0.558594 19.839844 -6.941406 41.136719 42.078125 15.589844,r
0.148438 -1.226562 3.093750 43.292969 45.976562 22.300781 -52.244141 -22.341797 0.216797 -1.232422 8.498047 -18.718750 -20.947266 -8.078125 19.419922 -18.070312 -0.009766 0.031250 -3.093750 28.316406 51.107422 24.636719 -2.488281 13.421875,r
0.164062 -1.242188 4.632812 37.867188 -24.175781 -51.714844 43.562500 92.996094 0.121094 -0.421875 3.281250 -15.250000 8.175781 1.453125 -13.066406 9.273438 0.011719 -0.550781 1.523438 23.468750 13.101562 -9.574219 73.773438 62.687500,r
-0.070312 1.011719 -2.300781 -40.121094 -3.226562 92.316406 60.898438 25.824219 0.078125 -1.164062 4.906250 15.031250 -21.527344 9.242188 -0.031250 5.511719 -0.109375 0.480469 -1.128906 -15.179688 34.000000 90.386719 8.511719 9.511719,r
0.238281 -1.707031 3.214844 70.648438 83.535156 34.761719 11.640625 -9.894531 -0.117188 0.781250 -5.792969 11.398438 4.304688 3.804688 -0.816406 21.417969 0.105469 -2.820312 7.203125 88.683594 42.855469 -5.910156 29.742188 -18.859375,r
-0.002930 0.120117 -3.061523 25.520508 27.086914 -3.563477 -11.479492 -2.883789 0.031250 0.108398 -0.587891 -1.188477 3.323242 5.387695 27.715820 -22.241211 0.043945 -0.011719 1.351562 -15.683594 21.055664 5.542969 -21.353516 12.028320,r
-0.013672 0.095703 -0.271484 -0.183594 -10.715820 -4.310547 -5.451172 11.215820 0.070312 -0.180664 0.766602 -4.613281 28.500977 -5.494141 -16.482422 -23.368164 0.036133 -1.485352 6.514648 21.258789 -24.997070 6.017578 -0.448242 30.431641,r
0.011719 0.177734 -1.054688 -1.921875 -4.326172 2.949219 14.177734 7.849609 0.107422 -1.312500 7.160156 4.742188 -22.248047 -14.789062 -19.660156 6.375000 -0.091797 1.087891 -5.062500 -4.404297 7.398438 8.697266 43.750000 -8.058594,r
0.001953 0.775391 -4.208984 -5.404297 14.357422 11.126953 -7.822266 -22.822266 0.056641 -0.833984 4.705078 4.324219 -27.941406 0.777344 4.144531 3.478516 0.035156 0.048828 -0.337891 -5.865234 40.169922 16.611328 -30.378906 -13.906250,r
0.069336 -0.632812 2.443359 12.956055 4.740234 -23.822266 -11.057617 -3.553711 -0.122070 0.910156 -4.756836 -2.069336 4.711914 3.609375 2.694336 21.363281 0.093750 -0.664062 3.266602 11.442383 -15.139648 -25.541992 -5.752930 -29.985352,r
0.089844 -0.466797 4.058594 -15.060547 -19.085938 -5.771484 9.517578 40.578125 0.007812 -0.625000 2.404297 10.541016 2.335938 11.244141 30.529297 12.355469 -0.052734 0.759766 -2.521484 -23.140625 -9.359375 -17.181641 -34.392578 4.689453,r
-0.001953 0.244141 -1.228516 -6.890625 -1.458984 32.113281 30.863281 -14.798828 0.095703 -1.101562 4.310547 11.169922 25.199219 24.837891 -11.304688 -7.353516 -0.132812 1.332031 -5.427734 -18.636719 -33.304688 -11.705078 19.023438 25.312500,r
0.056641 -0.500000 0.845703 17.697266 40.007812 2.443359 -24.701172 -3.955078 0.046875 -0.257812 0.199219 15.376953 6.578125 -18.326172 6.378906 -24.095703 -0.199219 2.091797 -9.869141 -22.085938 9.636719 27.177734 19.367188 27.810547,r
0.125977 -0.271484 1.813477 4.278320 -17.962891 -13.750977 -2.877930 -22.413086 -0.090820 0.635742 -2.131836 -18.783203 0.475586 -8.791992 -28.588867 -1.329102 -0.175781 1.210938 -8.194336 8.850586 24.297852 26.435547 12.547852 -7.225586,r
0.015625 -0.111328 1.250000 -5.914062 -3.119141 -14.806641 -19.095703 22.460938 -0.076172 -0.070312 0.832031 -0.636719 -28.439453 -12.248047 -3.464844 -40.783203 -0.011719 0.671875 -4.150391 10.332031 26.082031 -2.164062 -19.445312 -22.794922,r
0.034180 0.218750 0.256836 -9.555664 -23.367188 7.735352 7.165039 -23.390625 0.020508 -0.298828 1.520508 -3.137695 -1.202148 -28.958008 -28.885742 15.868164 -0.089844 0.611328 -2.779297 -1.896484 -8.535156 -26.495117 -17.458984 11.251953,r
-0.138672 0.857422 -5.525391 -2.388672 22.373047 -26.089844 19.646484 32.242188 0.044922 -0.458984 4.251953 -15.480469 -41.003906 -0.308594 30.542969 -2.242188 -0.083984 0.291016 0.023438 -20.884766 -21.003906 -8.578125 46.019531 17.134766,r
0.148438 -0.859375 6.800781 -16.023438 -10.775391 44.523438 5.140625 11.609375 -0.113281 0.671875 -3.582031 -6.941406 20.242188 19.906250 -27.523438 38.105469 -0.064453 1.046875 -4.074219 -22.779297 24.578125 39.851562 -2.798828 -17.650391,r
0.144531 -1.486328 4.710938 42.458984 19.630859 8.285156 -10.464844 -11.445312 -0.007812 -0.267578 -0.226562 22.978516 -13.009766 -1.261719 59.429688 -28.115234 0.033203 -1.472656 3.910156 47.025391 7.771484 -7.466797 -32.607422 -13.134766,r
-0.062500 0.808594 -4.132812 -7.289062 9.320312 -25.964844 17.609375 17.207031 0.042969 -0.183594 1.328125 -13.933594 51.984375 5.718750 -24.230469 4.371094 -0.195312 0.921875 -5.046875 -5.359375 -23.957031 -26.660156 22.722656 90.804688,r
-0.031250 1.054688 -3.351562 -30.058594 2.308594 21.828125 6.363281 -32.343750 0.343750 -3.460938 17.296875 29.769531 -31.992188 0.339844 7.250000 19.300781 -0.269531 1.703125 -7.035156 -30.179688 -4.515625 74.218750 53.722656 -21.328125,r
0.140625 -1.425781 5.570312 28.289062 14.089844 -17.035156 -30.750000 -7.085938 0.054688 -0.273438 1.031250 4.250000 1.605469 19.160156 -1.718750 -17.949219 0.019531 0.238281 -4.335938 32.851562 86.714844 -9.328125 4.312500 19.664062,r
0.132812 -1.142578 6.748047 2.328125 -36.240234 -9.541016 -17.181641 4.822266 -0.076172 0.560547 -4.060547 7.957031 15.294922 -20.435547 -12.902344 -18.972656 -0.046875 -0.474609 2.898438 -5.306641 -10.640625 24.308594 -1.863281 -18.095703,r
-0.027344 0.720703 -2.875000 -11.972656 -12.416016 -4.875000 -15.449219 -52.810547 0.013672 -0.146484 1.701172 -14.183594 -13.863281 -21.617188 4.240234 15.269531 -0.068359 -0.236328 -0.240234 17.500000 12.101562 -16.326172 -16.105469 15.560547,r
0.035156 0.808594 -3.296875 -16.380859 3.746094 -48.490234 -31.615234 57.031250 0.156250 -1.464844 9.025391 -6.464844 -14.310547 16.441406 19.039062 47.630859 -0.140625 0.822266 -2.683594 -19.242188 -16.433594 -3.361328 36.414062 16.523438,r
-0.128906 1.593750 -4.695312 -49.039062 -46.242188 19.910156 67.871094 33.031250 -0.007812 -0.750000 2.046875 19.718750 14.019531 35.160156 52.675781 41.523438 -0.136719 0.984375 -3.855469 -19.195312 25.156250 27.386719 10.433594 33.671875,r
-0.113281 1.246094 -6.812500 -10.332031 67.082031 36.929688 57.003906 20.617188 0.089844 -1.187500 3.746094 25.210938 51.343750 40.687500 57.332031 16.980469 0.089844 -1.238281 4.492188 22.597656 13.769531 18.003906 59.328125 32.046875,r
0.017578 -0.833984 2.181641 24.605469 44.341797 50.701172 -14.083984 5.394531 0.121094 -1.183594 3.896484 28.787109 49.427734 42.695312 -1.935547 11.628906 0.027344 0.023438 -0.011719 0.216797 44.164062 52.796875 6.644531 -2.281250,r
-0.031250 -1.519531 2.773438 55.425781 5.769531 -6.285156 17.531250 44.550781 0.316406 -3.488281 13.968750 69.000000 6.105469 7.378906 2.355469 -56.183594 0.140625 -2.203125 7.398438 56.421875 22.445312 -0.394531 -2.085938 27.683594,r
-0.035156 0.804688 -3.984375 -13.253906 9.878906 35.375000 44.527344 76.925781 0.046875 -0.464844 1.968750 8.519531 9.718750 -29.113281 -61.789062 50.816406 -0.105469 0.726562 -3.445312 -6.414062 -1.773438 12.960938 39.433594 12.160156,r
0.089844 0.117188 -2.207031 10.191406 46.871094 59.187500 67.105469 -9.171875 -0.054688 -0.167969 2.042969 -5.656250 -64.855469 3.234375 62.128906 15.886719 -0.039062 0.601562 -3.417969 -3.796875 34.175781 28.558594 -2.203125 37.960938,r
0.066406 -0.648438 0.722656 29.414062 83.898438 13.183594 -1.648438 16.921875 -0.195312 2.617188 -12.675781 -30.539062 61.546875 29.289062 7.492188 17.617188 -0.039062 0.261719 -3.105469 17.617188 7.312500 18.441406 35.851562 -17.226562,r
0.070312 -0.458984 2.445312 11.070312 -5.197266 14.087891 25.005859 50.427734 0.072266 -0.832031 2.917969 14.613281 17.332031 5.248047 36.921875 0.957031 -0.011719 0.437500 -2.761719 3.605469 42.669922 2.568359 -26.332031 9.037109,r
0.082031 -0.708984 2.460938 18.312500 16.185547 42.443359 49.056641 12.361328 0.083984 -0.396484 2.140625 -2.869141 27.140625 20.423828 0.830078 47.511719 -0.058594 -0.273438 0.964844 1.869141 -20.369141 -8.941406 24.992188 40.777344,r
-0.058594 -0.203125 -2.402344 32.121094 52.390625 27.703125 23.171875 100.347656 0.066406 -1.289062 5.062500 24.750000 -3.515625 34.000000 30.113281 -39.921875 -0.035156 0.941406 -3.343750 -22.078125 15.777344 31.910156 48.074219 -2.402344,r
0.019531 -1.164062 3.359375 34.691406 11.476562 74.730469 92.257812 24.375000 0.042969 -0.156250 -1.226562 18.996094 45.730469 -12.351562 -65.925781 -21.234375 -0.070312 0.304688 -2.929688 10.589844 47.589844 23.574219 -20.648438 65.632812,r
0.031250 -0.625000 -1.562500 44.789062 103.570312 46.812500 35.882812 65.171875 0.062500 0.015625 1.007812 -6.351562 -48.226562 -50.585938 3.359375 -31.367188 -0.054688 -0.953125 1.968750 32.671875 -10.867188 14.031250 140.687500 97.187500,r
0.250000 -1.296875 4.328125 41.226562 27.968750 68.437500 23.476562 -4.257812 -0.101562 1.789062 -5.203125 -57.289062 -9.718750 -16.835938 -24.828125 2.109375 -0.109375 1.304688 -6.718750 -15.093750 93.882812 140.898438 27.523438 -3.953125,r
